==========================================
Job ID: 3161211
Node: gput074
GPU: 0
Experiment: configs/experiment/deeplabv3plus_dataset116.yaml
Run Name: deeplabv3plus-d116
==========================================
Sun Feb 22 17:01:10 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 570.158.01             Driver Version: 570.158.01     CUDA Version: 12.8     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA GeForce RTX 4090        On  |   00000000:83:00.0 Off |                  Off |
| 40%   42C    P8             15W /  450W |       1MiB /  24564MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
Split: 98 train / 18 val (from 116 total)
Model: deeplabv3plus
Trainable parameters: 58,627,142
Epoch 1/1000 | train_loss: 1.2239 | miou: 0.4309 | f1_macro: 0.5455 | pixel_accuracy: 0.7375 | val_loss: 0.8783
Epoch 2/1000 | train_loss: 0.8886 | miou: 0.5208 | f1_macro: 0.6302 | pixel_accuracy: 0.7943 | val_loss: 0.6992
Epoch 3/1000 | train_loss: 0.8030 | miou: 0.5430 | f1_macro: 0.6514 | pixel_accuracy: 0.8125 | val_loss: 0.6162
Epoch 4/1000 | train_loss: 0.7034 | miou: 0.5825 | f1_macro: 0.6946 | pixel_accuracy: 0.8365 | val_loss: 0.5439
Epoch 5/1000 | train_loss: 0.6757 | miou: 0.6117 | f1_macro: 0.7216 | pixel_accuracy: 0.8488 | val_loss: 0.4826
Epoch 6/1000 | train_loss: 0.6163 | miou: 0.5895 | f1_macro: 0.7108 | pixel_accuracy: 0.8319 | val_loss: 0.5707
Epoch 7/1000 | train_loss: 0.6064 | miou: 0.6162 | f1_macro: 0.7351 | pixel_accuracy: 0.8419 | val_loss: 0.5308
Epoch 8/1000 | train_loss: 0.6042 | miou: 0.5905 | f1_macro: 0.7067 | pixel_accuracy: 0.8296 | val_loss: 0.5824
Epoch 9/1000 | train_loss: 0.5613 | miou: 0.6136 | f1_macro: 0.7229 | pixel_accuracy: 0.8531 | val_loss: 0.5052
Epoch 10/1000 | train_loss: 0.5602 | miou: 0.5897 | f1_macro: 0.7127 | pixel_accuracy: 0.8127 | val_loss: 0.5739
Epoch 11/1000 | train_loss: 0.5598 | miou: 0.6193 | f1_macro: 0.7261 | pixel_accuracy: 0.8591 | val_loss: 0.4874
Epoch 12/1000 | train_loss: 0.5190 | miou: 0.6452 | f1_macro: 0.7576 | pixel_accuracy: 0.8664 | val_loss: 0.4727
Epoch 13/1000 | train_loss: 0.5181 | miou: 0.6493 | f1_macro: 0.7619 | pixel_accuracy: 0.8670 | val_loss: 0.4359
Epoch 14/1000 | train_loss: 0.4778 | miou: 0.6435 | f1_macro: 0.7575 | pixel_accuracy: 0.8627 | val_loss: 0.4484
Epoch 15/1000 | train_loss: 0.4995 | miou: 0.6386 | f1_macro: 0.7474 | pixel_accuracy: 0.8657 | val_loss: 0.4421
Epoch 16/1000 | train_loss: 0.4966 | miou: 0.6481 | f1_macro: 0.7627 | pixel_accuracy: 0.8620 | val_loss: 0.4391
Epoch 17/1000 | train_loss: 0.4736 | miou: 0.6672 | f1_macro: 0.7810 | pixel_accuracy: 0.8713 | val_loss: 0.4107
Epoch 18/1000 | train_loss: 0.4767 | miou: 0.6547 | f1_macro: 0.7684 | pixel_accuracy: 0.8674 | val_loss: 0.4295
Epoch 19/1000 | train_loss: 0.4388 | miou: 0.6484 | f1_macro: 0.7498 | pixel_accuracy: 0.8777 | val_loss: 0.4616
Epoch 20/1000 | train_loss: 0.4890 | miou: 0.6621 | f1_macro: 0.7680 | pixel_accuracy: 0.8799 | val_loss: 0.4501
Epoch 21/1000 | train_loss: 0.4638 | miou: 0.6756 | f1_macro: 0.7869 | pixel_accuracy: 0.8763 | val_loss: 0.4235
Epoch 22/1000 | train_loss: 0.4420 | miou: 0.6593 | f1_macro: 0.7624 | pixel_accuracy: 0.8791 | val_loss: 0.4395
Epoch 23/1000 | train_loss: 0.4446 | miou: 0.6880 | f1_macro: 0.7928 | pixel_accuracy: 0.8883 | val_loss: 0.3844
Epoch 24/1000 | train_loss: 0.4371 | miou: 0.6582 | f1_macro: 0.7687 | pixel_accuracy: 0.8629 | val_loss: 0.4351
Epoch 25/1000 | train_loss: 0.4452 | miou: 0.6796 | f1_macro: 0.7900 | pixel_accuracy: 0.8811 | val_loss: 0.4138
Epoch 26/1000 | train_loss: 0.4342 | miou: 0.6726 | f1_macro: 0.7757 | pixel_accuracy: 0.8844 | val_loss: 0.4079
Epoch 27/1000 | train_loss: 0.4141 | miou: 0.6698 | f1_macro: 0.7789 | pixel_accuracy: 0.8788 | val_loss: 0.4187
Epoch 28/1000 | train_loss: 0.4485 | miou: 0.6738 | f1_macro: 0.7844 | pixel_accuracy: 0.8755 | val_loss: 0.4297
Epoch 29/1000 | train_loss: 0.4411 | miou: 0.6810 | f1_macro: 0.7888 | pixel_accuracy: 0.8858 | val_loss: 0.4242
Epoch 30/1000 | train_loss: 0.4179 | miou: 0.6735 | f1_macro: 0.7839 | pixel_accuracy: 0.8763 | val_loss: 0.4214
Epoch 31/1000 | train_loss: 0.4250 | miou: 0.6775 | f1_macro: 0.7844 | pixel_accuracy: 0.8845 | val_loss: 0.4279
Epoch 32/1000 | train_loss: 0.4147 | miou: 0.6978 | f1_macro: 0.8047 | pixel_accuracy: 0.8913 | val_loss: 0.4151
Epoch 33/1000 | train_loss: 0.4012 | miou: 0.6796 | f1_macro: 0.7869 | pixel_accuracy: 0.8857 | val_loss: 0.4387
Epoch 34/1000 | train_loss: 0.3874 | miou: 0.7046 | f1_macro: 0.8133 | pixel_accuracy: 0.8870 | val_loss: 0.3899
Epoch 35/1000 | train_loss: 0.4199 | miou: 0.6847 | f1_macro: 0.7973 | pixel_accuracy: 0.8799 | val_loss: 0.4112
Epoch 36/1000 | train_loss: 0.4192 | miou: 0.7010 | f1_macro: 0.8068 | pixel_accuracy: 0.8917 | val_loss: 0.3882
Epoch 37/1000 | train_loss: 0.3984 | miou: 0.6925 | f1_macro: 0.8028 | pixel_accuracy: 0.8845 | val_loss: 0.3825
Epoch 38/1000 | train_loss: 0.4125 | miou: 0.6860 | f1_macro: 0.7947 | pixel_accuracy: 0.8838 | val_loss: 0.3945
Epoch 39/1000 | train_loss: 0.4073 | miou: 0.6942 | f1_macro: 0.8031 | pixel_accuracy: 0.8857 | val_loss: 0.4071
Epoch 40/1000 | train_loss: 0.4202 | miou: 0.6798 | f1_macro: 0.7893 | pixel_accuracy: 0.8803 | val_loss: 0.4178
Epoch 41/1000 | train_loss: 0.3996 | miou: 0.6890 | f1_macro: 0.7978 | pixel_accuracy: 0.8803 | val_loss: 0.3937
Epoch 42/1000 | train_loss: 0.3888 | miou: 0.6869 | f1_macro: 0.7989 | pixel_accuracy: 0.8785 | val_loss: 0.4237
Epoch 43/1000 | train_loss: 0.3770 | miou: 0.6815 | f1_macro: 0.7864 | pixel_accuracy: 0.8867 | val_loss: 0.4370
Epoch 44/1000 | train_loss: 0.3935 | miou: 0.7209 | f1_macro: 0.8244 | pixel_accuracy: 0.8996 | val_loss: 0.3897
Epoch 45/1000 | train_loss: 0.3826 | miou: 0.7005 | f1_macro: 0.8032 | pixel_accuracy: 0.8946 | val_loss: 0.3940
Epoch 46/1000 | train_loss: 0.3742 | miou: 0.7056 | f1_macro: 0.8099 | pixel_accuracy: 0.8914 | val_loss: 0.4066
Epoch 47/1000 | train_loss: 0.3681 | miou: 0.6905 | f1_macro: 0.7989 | pixel_accuracy: 0.8834 | val_loss: 0.4270
