==========================================
Job ID: 3160938
Node: dgxt001
GPU: 0
Experiment: configs/experiment/unet_dataset83.yaml
Run Name: unet-d83
==========================================
Sun Feb 22 16:04:16 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 570.158.01             Driver Version: 570.158.01     CUDA Version: 12.8     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA A100-SXM4-40GB          On  |   00000000:90:00.0 Off |                    0 |
| N/A   44C    P0             57W /  400W |       0MiB /  40960MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
Split: 11 train / 3 val (from 14 total)
Model: unet
Trainable parameters: 31,030,918
Epoch 1/1000 | train_loss: 1.8029 | miou: 0.0639 | f1_macro: 0.0967 | pixel_accuracy: 0.1703 | val_loss: 1.7915
Epoch 2/1000 | train_loss: 1.7850 | miou: 0.0554 | f1_macro: 0.0874 | pixel_accuracy: 0.2448 | val_loss: 1.7703
Epoch 3/1000 | train_loss: 1.7569 | miou: 0.0311 | f1_macro: 0.0553 | pixel_accuracy: 0.1574 | val_loss: 1.7109
Epoch 4/1000 | train_loss: 1.6629 | miou: 0.0734 | f1_macro: 0.1057 | pixel_accuracy: 0.3868 | val_loss: 1.5676
Epoch 5/1000 | train_loss: 1.6774 | miou: 0.0670 | f1_macro: 0.0959 | pixel_accuracy: 0.3995 | val_loss: 1.6029
Epoch 6/1000 | train_loss: 1.6323 | miou: 0.0665 | f1_macro: 0.0951 | pixel_accuracy: 0.3987 | val_loss: 1.5153
Epoch 7/1000 | train_loss: 1.6234 | miou: 0.1750 | f1_macro: 0.2368 | pixel_accuracy: 0.5821 | val_loss: 1.5086
Epoch 8/1000 | train_loss: 1.5977 | miou: 0.1818 | f1_macro: 0.2502 | pixel_accuracy: 0.5746 | val_loss: 1.4495
Epoch 9/1000 | train_loss: 1.6060 | miou: 0.1812 | f1_macro: 0.2491 | pixel_accuracy: 0.5802 | val_loss: 1.4374
Epoch 10/1000 | train_loss: 1.5834 | miou: 0.1827 | f1_macro: 0.2512 | pixel_accuracy: 0.5803 | val_loss: 1.4003
Epoch 11/1000 | train_loss: 1.5556 | miou: 0.1903 | f1_macro: 0.2647 | pixel_accuracy: 0.5876 | val_loss: 1.3647
Epoch 12/1000 | train_loss: 1.5620 | miou: 0.1941 | f1_macro: 0.2687 | pixel_accuracy: 0.5837 | val_loss: 1.3775
Epoch 13/1000 | train_loss: 1.5346 | miou: 0.1941 | f1_macro: 0.2686 | pixel_accuracy: 0.5861 | val_loss: 1.3578
Epoch 14/1000 | train_loss: 1.5358 | miou: 0.2024 | f1_macro: 0.2797 | pixel_accuracy: 0.5899 | val_loss: 1.3492
Epoch 15/1000 | train_loss: 1.5152 | miou: 0.2018 | f1_macro: 0.2786 | pixel_accuracy: 0.5905 | val_loss: 1.3182
Epoch 16/1000 | train_loss: 1.5110 | miou: 0.2264 | f1_macro: 0.3095 | pixel_accuracy: 0.6189 | val_loss: 1.3234
Epoch 17/1000 | train_loss: 1.5311 | miou: 0.1997 | f1_macro: 0.2754 | pixel_accuracy: 0.5838 | val_loss: 1.3202
Epoch 18/1000 | train_loss: 1.5128 | miou: 0.1909 | f1_macro: 0.2623 | pixel_accuracy: 0.5855 | val_loss: 1.3179
Epoch 19/1000 | train_loss: 1.5037 | miou: 0.1957 | f1_macro: 0.2683 | pixel_accuracy: 0.5856 | val_loss: 1.2737
Epoch 20/1000 | train_loss: 1.4951 | miou: 0.2226 | f1_macro: 0.3051 | pixel_accuracy: 0.6146 | val_loss: 1.3054
Epoch 21/1000 | train_loss: 1.4936 | miou: 0.2246 | f1_macro: 0.3058 | pixel_accuracy: 0.6134 | val_loss: 1.2711
Epoch 22/1000 | train_loss: 1.4900 | miou: 0.1998 | f1_macro: 0.2754 | pixel_accuracy: 0.5905 | val_loss: 1.2881
Epoch 23/1000 | train_loss: 1.4480 | miou: 0.1998 | f1_macro: 0.2746 | pixel_accuracy: 0.5876 | val_loss: 1.2671
Epoch 24/1000 | train_loss: 1.4301 | miou: 0.2561 | f1_macro: 0.3382 | pixel_accuracy: 0.6517 | val_loss: 1.2700
Epoch 25/1000 | train_loss: 1.4054 | miou: 0.2323 | f1_macro: 0.3147 | pixel_accuracy: 0.6241 | val_loss: 1.2538
Epoch 26/1000 | train_loss: 1.4931 | miou: 0.2010 | f1_macro: 0.2765 | pixel_accuracy: 0.5901 | val_loss: 1.2753
Epoch 27/1000 | train_loss: 1.4821 | miou: 0.2203 | f1_macro: 0.3012 | pixel_accuracy: 0.6099 | val_loss: 1.2791
Epoch 28/1000 | train_loss: 1.3731 | miou: 0.2218 | f1_macro: 0.3053 | pixel_accuracy: 0.6036 | val_loss: 1.2722
Epoch 29/1000 | train_loss: 1.3854 | miou: 0.2535 | f1_macro: 0.3359 | pixel_accuracy: 0.6484 | val_loss: 1.2453
Epoch 30/1000 | train_loss: 1.4528 | miou: 0.2192 | f1_macro: 0.2999 | pixel_accuracy: 0.6091 | val_loss: 1.2440
Epoch 31/1000 | train_loss: 1.4861 | miou: 0.2338 | f1_macro: 0.3164 | pixel_accuracy: 0.6250 | val_loss: 1.2402
Epoch 32/1000 | train_loss: 1.4344 | miou: 0.2371 | f1_macro: 0.3197 | pixel_accuracy: 0.6295 | val_loss: 1.2337
Epoch 33/1000 | train_loss: 1.3982 | miou: 0.2565 | f1_macro: 0.3386 | pixel_accuracy: 0.6522 | val_loss: 1.2083
Epoch 34/1000 | train_loss: 1.3649 | miou: 0.2599 | f1_macro: 0.3417 | pixel_accuracy: 0.6565 | val_loss: 1.1995
Epoch 35/1000 | train_loss: 1.3174 | miou: 0.2267 | f1_macro: 0.3086 | pixel_accuracy: 0.6184 | val_loss: 1.1982
Epoch 36/1000 | train_loss: 1.3511 | miou: 0.2546 | f1_macro: 0.3369 | pixel_accuracy: 0.6499 | val_loss: 1.2194
Epoch 37/1000 | train_loss: 1.3731 | miou: 0.2532 | f1_macro: 0.3356 | pixel_accuracy: 0.6484 | val_loss: 1.2271
Epoch 38/1000 | train_loss: 1.3381 | miou: 0.2485 | f1_macro: 0.3312 | pixel_accuracy: 0.6431 | val_loss: 1.2243
Epoch 39/1000 | train_loss: 1.3432 | miou: 0.2431 | f1_macro: 0.3266 | pixel_accuracy: 0.6336 | val_loss: 1.2579
Epoch 40/1000 | train_loss: 1.3113 | miou: 0.2407 | f1_macro: 0.3235 | pixel_accuracy: 0.6343 | val_loss: 1.2267
Epoch 41/1000 | train_loss: 1.4513 | miou: 0.2057 | f1_macro: 0.2836 | pixel_accuracy: 0.5989 | val_loss: 1.2276
Epoch 42/1000 | train_loss: 1.3743 | miou: 0.2427 | f1_macro: 0.3255 | pixel_accuracy: 0.6369 | val_loss: 1.2131
Epoch 43/1000 | train_loss: 1.4742 | miou: 0.2461 | f1_macro: 0.3290 | pixel_accuracy: 0.6409 | val_loss: 1.1812
Epoch 44/1000 | train_loss: 1.3489 | miou: 0.2519 | f1_macro: 0.3341 | pixel_accuracy: 0.6478 | val_loss: 1.1970
Epoch 45/1000 | train_loss: 1.4561 | miou: 0.2518 | f1_macro: 0.3344 | pixel_accuracy: 0.6469 | val_loss: 1.1903
Epoch 46/1000 | train_loss: 1.3369 | miou: 0.2523 | f1_macro: 0.3347 | pixel_accuracy: 0.6478 | val_loss: 1.1732
Epoch 47/1000 | train_loss: 1.3608 | miou: 0.2650 | f1_macro: 0.3462 | pixel_accuracy: 0.6634 | val_loss: 1.1544
Epoch 48/1000 | train_loss: 1.4568 | miou: 0.2509 | f1_macro: 0.3338 | pixel_accuracy: 0.6455 | val_loss: 1.1655
Epoch 49/1000 | train_loss: 1.4445 | miou: 0.1996 | f1_macro: 0.2769 | pixel_accuracy: 0.5969 | val_loss: 1.1920
Epoch 50/1000 | train_loss: 1.3289 | miou: 0.2312 | f1_macro: 0.3133 | pixel_accuracy: 0.6245 | val_loss: 1.1687
Epoch 51/1000 | train_loss: 1.3154 | miou: 0.2425 | f1_macro: 0.3259 | pixel_accuracy: 0.6336 | val_loss: 1.1937
Epoch 52/1000 | train_loss: 1.2698 | miou: 0.2369 | f1_macro: 0.3198 | pixel_accuracy: 0.6308 | val_loss: 1.2188
Epoch 53/1000 | train_loss: 1.3610 | miou: 0.2543 | f1_macro: 0.3365 | pixel_accuracy: 0.6505 | val_loss: 1.1290
Epoch 54/1000 | train_loss: 1.3223 | miou: 0.2617 | f1_macro: 0.3432 | pixel_accuracy: 0.6594 | val_loss: 1.1414
Epoch 55/1000 | train_loss: 1.2952 | miou: 0.2457 | f1_macro: 0.3299 | pixel_accuracy: 0.6373 | val_loss: 1.1322
Epoch 56/1000 | train_loss: 1.2751 | miou: 0.2491 | f1_macro: 0.3318 | pixel_accuracy: 0.6443 | val_loss: 1.1296
Epoch 57/1000 | train_loss: 1.2909 | miou: 0.2646 | f1_macro: 0.3460 | pixel_accuracy: 0.6606 | val_loss: 1.1192
Epoch 58/1000 | train_loss: 1.4626 | miou: 0.2351 | f1_macro: 0.3186 | pixel_accuracy: 0.6287 | val_loss: 1.1471
Epoch 59/1000 | train_loss: 1.3887 | miou: 0.2280 | f1_macro: 0.3113 | pixel_accuracy: 0.6220 | val_loss: 1.1599
Epoch 60/1000 | train_loss: 1.2817 | miou: 0.2598 | f1_macro: 0.3415 | pixel_accuracy: 0.6574 | val_loss: 1.1259
Epoch 61/1000 | train_loss: 1.4754 | miou: 0.2562 | f1_macro: 0.3383 | pixel_accuracy: 0.6532 | val_loss: 1.1253
Epoch 62/1000 | train_loss: 1.2903 | miou: 0.2121 | f1_macro: 0.2936 | pixel_accuracy: 0.6063 | val_loss: 1.1837
Epoch 63/1000 | train_loss: 1.3420 | miou: 0.2456 | f1_macro: 0.3286 | pixel_accuracy: 0.6409 | val_loss: 1.1071
Epoch 64/1000 | train_loss: 1.4188 | miou: 0.2647 | f1_macro: 0.3460 | pixel_accuracy: 0.6622 | val_loss: 1.0556
Epoch 65/1000 | train_loss: 1.3929 | miou: 0.2536 | f1_macro: 0.3359 | pixel_accuracy: 0.6568 | val_loss: 1.0412
Epoch 66/1000 | train_loss: 1.3431 | miou: 0.2356 | f1_macro: 0.3192 | pixel_accuracy: 0.6261 | val_loss: 1.1561
Epoch 67/1000 | train_loss: 1.3566 | miou: 0.2638 | f1_macro: 0.3452 | pixel_accuracy: 0.6611 | val_loss: 1.1413
Epoch 68/1000 | train_loss: 1.3289 | miou: 0.2648 | f1_macro: 0.3461 | pixel_accuracy: 0.6611 | val_loss: 1.1247
Epoch 69/1000 | train_loss: 1.4066 | miou: 0.2468 | f1_macro: 0.3300 | pixel_accuracy: 0.6401 | val_loss: 1.1354
Epoch 70/1000 | train_loss: 1.3160 | miou: 0.2402 | f1_macro: 0.3236 | pixel_accuracy: 0.6336 | val_loss: 1.1306
Epoch 71/1000 | train_loss: 1.4261 | miou: 0.2435 | f1_macro: 0.3265 | pixel_accuracy: 0.6380 | val_loss: 1.1219
Epoch 72/1000 | train_loss: 1.2690 | miou: 0.2566 | f1_macro: 0.3388 | pixel_accuracy: 0.6525 | val_loss: 1.1070
Epoch 73/1000 | train_loss: 1.2956 | miou: 0.2702 | f1_macro: 0.3553 | pixel_accuracy: 0.6627 | val_loss: 1.0900
Epoch 74/1000 | train_loss: 1.4061 | miou: 0.2569 | f1_macro: 0.3393 | pixel_accuracy: 0.6455 | val_loss: 1.1085
Epoch 75/1000 | train_loss: 1.4322 | miou: 0.2421 | f1_macro: 0.3254 | pixel_accuracy: 0.6365 | val_loss: 1.1173
Epoch 76/1000 | train_loss: 1.3475 | miou: 0.2505 | f1_macro: 0.3329 | pixel_accuracy: 0.6469 | val_loss: 1.1192
Epoch 77/1000 | train_loss: 1.3008 | miou: 0.2663 | f1_macro: 0.3473 | pixel_accuracy: 0.6641 | val_loss: 1.0751
Epoch 78/1000 | train_loss: 1.3099 | miou: 0.2692 | f1_macro: 0.3498 | pixel_accuracy: 0.6650 | val_loss: 1.0776
Epoch 79/1000 | train_loss: 1.4575 | miou: 0.2548 | f1_macro: 0.3375 | pixel_accuracy: 0.6474 | val_loss: 1.0909
Epoch 80/1000 | train_loss: 1.3698 | miou: 0.2521 | f1_macro: 0.3350 | pixel_accuracy: 0.6469 | val_loss: 1.0918
Epoch 81/1000 | train_loss: 1.3615 | miou: 0.2514 | f1_macro: 0.3344 | pixel_accuracy: 0.6461 | val_loss: 1.0843
Epoch 82/1000 | train_loss: 1.3374 | miou: 0.2706 | f1_macro: 0.3510 | pixel_accuracy: 0.6667 | val_loss: 1.0461
